Code,Prefecture,Municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2107,C210703,C210708,C210709,C210710,C210711,C210712,C210713,C210716,C210717,C210718,C210719,C210720,C210721,C210722,C210723,C210724,C210725,C2110,C2111,C2112,C2207,C220703,C220708,C220709,C220710,C220711,C220712,C220713,C220716,C220717,C220718,C220719,C220720,C220721,C220722,C220723,C220724,C220725,C2210,C2211,C2212,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E4101,E4501,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J2503,J2506
R08231,àÔèÈåß,ç˜êÏés,42632,20963,21669,42468,20907,21561,4892,2587,2305,25106,12943,12163,12592,5411,7181,6565,2400,4165,158,235,584,682,1012,13585,13551,41379,7145,2488,3337,1373,1227,126,58,18006,10610,2168,22,299,515,2,2,40,562,15,43,39,156,179,48,105,12,111,16,22,816,1330,16437,298,1153,5309,21,6,767,3079,165,125,132,851,621,627,2188,127,552,396,298,6482,9657,84.6,8.7,18939860,4494091,17436355,5555842,2253344,1528261,28554,2,125,11,164,2093,5,104,1140,3,1583,7,0,44461,7443,442,131,4,3,19,24,45,29,58,6,675
R08232,àÔèÈåß,ê_ê≤és,94522,48705,45817,92290,47698,44592,13713,7054,6659,60907,32624,28283,19576,8770,10806,8274,3171,5103,2183,786,843,2938,2843,37221,37180,93441,20105,11696,6254,2722,2659,554,206,14698,13953,4462,12,671,312,13,10,291,932,45,317,110,630,377,140,230,15,312,24,21,995,3446,53390,283,5610,13270,436,128,5149,7747,620,983,1263,4727,1761,1447,4100,259,4322,786,685,18977,33728,77.6,4.7,46613416,22091487,42915359,13192187,5397218,6641344,0,6,533,15,364,5462,8,206,2737,3,1514,4,2,94638,1172,677,474,13,5,36,37,80,55,191,22,2544
R08233,àÔèÈåß,çsï˚és,34909,17213,17696,34159,16857,17302,3796,1861,1935,20103,10498,9605,11001,4847,6154,5972,2253,3719,749,188,514,547,754,11115,11095,34274,5252,2217,2785,1074,893,101,38,22248,13091,1686,38,330,200,2,3,48,407,14,30,43,122,149,46,77,23,124,21,41,536,1109,13570,383,1345,3472,17,13,591,2463,160,90,165,564,809,574,1541,208,642,444,421,4868,8281,84,7.7,19267289,3664374,18579354,4651707,1987011,3684075,0,3,166,4,94,1598,4,87,961,2,1107,14,1,36807,3543,328,105,3,1,14,9,32,13,37,7,578
R08234,àÔèÈåß,ñgìcés,48147,24303,23844,46249,23129,23120,5357,2756,2601,28150,14917,13233,14560,6578,7982,7159,2812,4347,1874,283,635,1012,1155,17430,17401,47481,8559,4861,4290,2065,1719,189,94,20761,15161,1805,52,326,135,2,6,45,459,14,58,44,158,193,67,101,20,101,23,52,462,1291,14355,737,1545,1879,23,14,696,3158,180,185,306,929,693,803,1626,436,604,537,737,3428,10190,82,8.2,24308031,4674881,22712473,6844358,1860706,4550341,110802,4,244,16,220,2277,4,108,1218,3,1862,3,1,50400,16519,376,138,6,2,19,19,25,27,39,9,993
R08235,àÔèÈåß,Ç¬Ç≠ÇŒÇ›ÇÁÇ¢és,49136,24685,24451,48744,24538,24206,7071,3663,3408,29767,15304,14463,12050,5552,6498,4922,2060,2862,335,530,460,2352,1878,18137,18129,48903,11126,4215,4193,2065,1274,266,71,7916,7346,1480,16,230,146,1,9,94,321,12,39,57,126,134,72,97,10,102,14,16,376,1088,19559,157,1290,5858,0,47,2627,3048,129,157,447,779,882,890,1882,116,746,504,157,7148,12254,92,8,20671049,7524539,20108647,5825080,3459961,3169333,12795,4,802,12,204,2895,4,92,1092,1,710,5,3,50091,5728,246,107,7,0,22,21,19,28,62,14,951
R08236,àÔèÈåß,è¨î¸ã és,50911,25696,25215,50097,25268,24829,6507,3307,3200,30902,16250,14652,13435,6101,7334,6365,2586,3779,790,364,606,1591,1811,17491,17429,48911,10480,3743,4259,2032,1424,272,101,14474,11815,1884,42,309,218,2,2,95,448,27,81,35,130,181,58,95,14,124,21,42,529,1313,24052,668,1456,7291,24,15,2341,3900,244,305,204,603,777,673,2060,143,984,2360,668,8751,14633,85.9,7.6,24548604,6440440,23722917,6845334,3107330,3222172,0,7,414,12,195,2722,4,113,1457,1,591,4,2,52553,2258,329,108,8,4,20,14,39,16,40,10,904
R08302,àÔèÈåß,àÔèÈí¨,32921,16216,16705,32583,16030,16553,3716,1942,1774,19029,9736,9293,10128,4509,5619,5111,2011,3100,326,187,466,1050,1130,11356,11310,31444,6706,2362,3189,1488,1067,114,45,12158,9484,1309,26,239,119,2,0,44,348,14,32,28,90,112,40,81,8,111,13,27,359,923,12637,288,1267,2002,25,0,523,3247,100,86,165,586,392,332,2396,114,631,460,308,3272,9057,82.1,8.5,11957240,3551718,11284855,3541362,1103125,1855477,7902,4,225,4,87,1550,2,61,870,1,436,1,1,33574,5436,249,68,2,2,15,11,106,20,64,7,590
R08309,àÔèÈåß,ëÂêÙí¨,16886,8279,8607,16264,7985,8279,1827,948,879,9788,5042,4746,5149,2205,2944,2661,990,1671,592,91,219,432,498,6661,6649,16489,3732,1945,1799,760,808,66,20,2374,1821,1034,2,102,98,2,4,43,312,8,15,14,201,86,27,51,7,56,5,3,200,831,8924,14,515,1376,14,64,615,1516,91,95,1013,1282,378,349,789,67,508,227,25,1891,7008,86.5,4.1,12312566,2811459,10859412,2559620,2092405,2311228,0,3,29,2,58,782,2,49,434,1,220,1,0,17611,2584,248,128,2,1,11,7,17,8,33,3,284
R08310,àÔèÈåß,èÈó¢í¨,19800,9633,10167,19728,9614,10114,1970,1014,956,11561,5829,5732,6260,2785,3475,3350,1298,2052,71,79,294,381,513,7066,7059,19512,4402,1318,2089,981,822,51,20,16180,6392,729,11,143,92,2,2,14,173,5,8,20,46,78,29,39,10,43,13,11,236,482,4922,76,577,1024,17,10,146,934,39,30,86,164,442,263,612,80,189,231,76,1603,3243,85.9,12.4,10293751,1963295,9501564,2484109,1140192,999149,79067,1,49,5,66,831,2,46,534,1,109,4,1,20783,3828,143,38,2,1,7,7,10,6,20,4,316
R08341,àÔèÈåß,ìåäCë∫,37713,19031,18682,37484,18915,18569,5870,3045,2825,22388,11590,10798,8941,4062,4879,3969,1698,2271,209,342,325,1268,1373,14494,14469,37002,9348,3701,3379,1923,1028,190,53,3800,3149,1274,6,172,86,8,16,43,266,9,63,57,176,130,47,89,7,89,10,6,258,1010,17881,58,1578,2712,490,594,461,2075,171,163,3919,1117,470,638,1715,35,1324,361,58,4290,13533,77.6,3.4,20894213,12460083,19893409,4971251,3671815,2898315,0,5,599,6,138,2435,2,78,1240,1,479,1,1,38404,2752,214,139,4,2,18,14,43,21,68,7,729
R08364,àÔèÈåß,ëÂéqí¨,18053,8765,9288,17968,8747,9221,1529,788,741,9215,4844,4371,7286,3122,4164,4393,1631,2762,74,49,366,251,400,6733,6721,17506,3435,1721,2157,1084,1106,36,19,32576,6644,1090,14,184,103,1,3,16,321,6,23,17,125,102,44,51,12,52,16,14,287,789,7161,117,946,1148,14,15,323,1364,55,64,108,745,366,395,942,54,265,240,117,2094,4950,84.5,4.6,10725513,1758023,10028587,2601166,1044788,1246206,53022,1,62,7,81,643,4,66,360,1,252,2,0,18740,5248,293,90,2,2,5,7,18,7,20,5,308
R08442,àÔèÈåß,î¸âYë∫,15842,8048,7794,15615,7969,7646,1836,936,900,9720,5213,4507,4280,1895,2385,1995,780,1215,227,100,182,430,714,5958,5948,15436,3430,1574,1389,655,539,79,46,6661,2936,659,17,76,56,3,4,19,109,4,14,24,61,151,24,35,4,51,7,17,132,510,7187,199,562,1436,16,50,330,614,47,39,96,247,1858,356,657,39,493,148,199,1998,4990,88.5,4.5,6692240,2427009,6379833,1659461,571321,868450,0,2,192,3,49,755,1,27,421,0,0,1,0,16421,696,97,49,0,1,4,5,10,8,18,2,166
R08443,àÔèÈåß,à¢å©í¨,47535,23496,24039,46881,23261,23620,6158,3117,3041,29059,14808,14251,12013,5388,6625,5211,2070,3141,594,362,453,1799,1770,18801,18772,46645,10854,5622,4336,2151,1519,201,82,7140,5418,1603,20,182,132,3,9,48,409,12,53,50,197,169,70,115,10,113,10,20,315,1268,20484,161,920,5344,26,143,668,3621,159,228,1117,1627,877,1676,2521,184,795,407,161,6274,14049,91.8,5,15862755,7455153,15007469,4852148,1905760,2087898,0,3,593,8,158,2558,4,96,1315,1,1125,3,1,47546,3020,351,167,6,2,27,24,165,40,193,7,862
R08447,àÔèÈåß,âÕì‡í¨,9168,4495,4673,9122,4478,4644,790,395,395,5232,2737,2495,3146,1363,1783,1670,614,1056,45,42,157,142,281,2950,2947,9019,1550,485,878,351,298,29,10,4430,4430,379,12,73,61,1,0,9,87,1,9,5,20,31,7,17,3,30,13,12,134,233,2893,209,336,977,4,0,83,391,4,32,13,52,153,88,255,9,153,134,209,1313,1371,83.5,6.3,5292139,883717,4880429,1078455,372084,1312160,0,0,0,3,37,325,2,34,226,0,0,8,0,9509,1732,68,17,0,0,3,2,1,3,1,2,132
R08521,àÔèÈåß,î™êÁë„í¨,22021,11309,10712,21211,10640,10571,2770,1474,1296,13333,7171,6162,5826,2595,3231,2904,1122,1782,760,146,267,367,539,6799,6792,21799,2910,1544,1327,494,414,80,38,5899,5689,1026,17,231,162,1,1,47,217,10,16,19,68,76,28,45,11,71,6,17,393,616,8192,201,1028,2295,12,4,739,1171,190,55,69,334,259,332,541,59,738,165,201,3323,4668,85.6,9.5,8513274,2601342,7957891,2708706,617716,1129008,10286,3,418,5,88,1176,2,54,657,1,590,1,1,22922,2202,168,59,0,1,5,9,6,10,16,6,427
R08542,àÔèÈåß,å‹â‡í¨,8786,4408,4378,8661,4356,4305,896,452,444,5405,2784,2621,2407,1126,1281,1070,418,652,78,47,106,187,256,2894,2890,8689,1662,527,759,279,212,30,10,2311,2289,471,3,128,85,4,0,40,70,1,12,10,25,19,11,27,3,26,7,3,213,255,8722,25,686,5180,17,0,1256,494,17,43,139,108,32,135,317,22,118,133,25,5866,2831,89.6,11.6,4742827,2177021,4139968,1056679,487503,517784,0,1,274,2,30,383,1,24,218,0,0,3,0,9030,381,49,21,1,0,4,2,2,3,12,2,203
R08546,àÔèÈåß,ã´í¨,24517,12217,12300,24028,11955,12073,3199,1595,1604,14832,7684,7148,6453,2913,3540,3041,1170,1871,483,169,321,682,710,8061,8051,24229,4289,1702,1797,748,596,114,51,4659,4429,1420,11,216,222,2,1,46,356,11,65,25,138,126,32,65,9,86,9,11,438,971,11906,134,848,3124,30,2,815,2273,146,196,137,760,455,509,1500,160,503,314,134,3972,7800,90.2,15.7,9579195,3333832,9121339,2767756,693226,901763,79919,2,86,5,95,1280,2,53,695,1,752,2,0,25512,7527,277,117,5,1,12,13,70,17,41,5,438
R08564,àÔèÈåß,óòç™í¨,16313,7981,8332,16141,7883,8258,1426,712,714,8184,4116,4068,6232,2912,3320,2244,975,1269,150,42,211,306,423,6138,6130,16102,4088,1076,2531,1409,615,42,25,2490,2432,429,3,67,31,3,6,6,114,4,11,15,24,47,24,36,2,30,6,3,98,328,2894,32,299,525,45,17,52,568,25,33,34,87,94,215,573,10,92,193,32,824,2038,86.8,3.9,6653092,1361545,6301430,1659863,369834,1165737,1949,2,163,3,49,683,1,31,360,0,0,1,1,17037,436,93,23,1,0,8,4,10,5,7,3,206
R09201,ì»ñÿåß,âFìsã{és,518594,258960,259634,496618,250955,245663,70889,36154,34735,327930,169988,157942,119000,52383,66617,53260,20779,32481,5278,4587,4699,16636,16656,217419,217163,510164,123068,73337,42278,21125,19032,3036,973,41685,33544,22875,69,2180,1291,27,232,435,6101,485,1519,1089,2953,2166,963,1676,93,1472,107,75,3482,19318,260711,865,16979,33536,1342,4411,10783,54711,8432,5551,8691,24003,12331,13143,26511,2347,26340,10630,887,50598,209226,90.9,4.7,200993477,91926020,196835085,70681909,23851323,21044931,440318,35,6343,70,1600,29104,31,979,14766,15,16902,18,6,521132,7684,4080,2616,80,26,421,297,986,397,1154,83,8682
R09202,ì»ñÿåß,ë´óòés,149452,73161,76291,146451,71652,74799,17432,8777,8655,86168,44274,41894,45047,19598,25449,20914,7957,12957,2855,962,1884,2761,3218,60186,60036,145596,35562,17381,15966,7930,7285,604,242,17776,9834,7920,13,724,1571,9,43,134,1850,103,459,235,865,674,258,520,47,377,37,13,2296,5611,67582,155,3326,17842,244,395,2895,11743,1375,1448,1214,5174,3593,3692,9411,650,2704,1719,155,21170,46257,92.8,6,53230667,19393417,51795355,19126524,6803883,5395871,56932,11,1150,22,472,7376,12,302,4108,8,6173,18,1,152376,12689,1398,757,20,9,108,91,301,121,305,25,2452
R09203,ì»ñÿåß,ì»ñÿés,159211,78209,81002,156531,76912,79619,18963,9721,9242,94138,47969,46169,45706,20244,25462,21761,8416,13345,2558,1007,1999,3319,3375,57838,57757,156159,33560,13714,14961,6962,5636,622,255,33150,24762,7573,43,976,985,7,18,219,1819,101,374,212,766,682,299,540,39,422,62,43,1970,5560,69600,362,4798,20517,63,178,4172,12029,1090,876,1079,4568,3759,2403,7330,589,3600,2051,362,25451,43787,93.3,9.6,70398508,20990251,66398864,21618956,5632426,9325265,721679,10,1016,30,534,7905,15,333,4419,8,5834,20,6,163601,10697,1362,668,16,6,123,81,185,99,264,26,2089
R09204,ì»ñÿåß,ç≤ñÏés,118919,58507,60412,116968,57568,59400,14364,7324,7040,70826,36408,34418,33079,14422,18657,16012,6027,9985,1744,808,1554,2547,2769,46390,46301,116746,27047,12664,11376,5360,5163,540,215,35604,13776,6652,21,659,964,7,16,182,1708,83,343,181,732,585,260,466,37,359,42,21,1630,5001,56778,236,3789,15415,86,94,2788,10980,788,944,1170,4936,3060,1840,6389,579,2524,1099,236,19265,37277,85.4,4.8,54832379,17242513,52072028,15883464,4154884,4437164,39293,8,967,27,456,5874,10,247,3249,6,4098,24,3,121310,5477,1311,633,13,4,103,60,207,73,199,24,1889
R09205,ì»ñÿåß,é≠è¿és,98374,48488,49886,97119,47896,49223,12613,6452,6161,58998,30187,28811,26488,11671,14817,13058,5011,8047,1012,653,1166,1989,2168,35079,35032,96740,20559,7884,8333,3771,3349,413,164,49064,15394,4966,28,630,880,2,18,163,1125,51,198,160,449,411,159,316,36,269,56,31,1522,3413,46830,336,3116,14417,59,145,4290,8277,614,522,681,2800,1756,1720,4820,518,1431,1237,346,17614,28870,89.6,4.3,44579934,14092236,42805559,12910266,3483221,4247921,668040,8,999,27,438,5213,10,251,2668,4,2549,14,3,100068,991,833,379,14,2,63,46,142,69,139,24,1963
R09206,ì»ñÿåß,ì˙åıés,83386,40431,42955,82808,40257,42551,8794,4541,4253,47371,24167,23204,27030,11602,15428,13693,5161,8532,505,481,1210,1724,2245,32658,32589,81554,17757,9423,8596,4185,4562,319,135,144983,22408,4717,44,484,420,8,13,100,1112,45,174,125,971,452,161,253,35,245,66,52,905,3760,39941,591,2723,7986,266,31,1366,6519,581,424,606,6725,2147,1634,4172,428,2530,1187,613,10712,28616,94.4,6.2,45309834,13166812,43192690,11968603,4152188,4253600,1250147,8,665,26,334,3684,15,239,2035,3,1285,17,3,86327,11630,957,645,12,7,53,41,124,50,150,18,1315
R09208,ì»ñÿåß,è¨éRés,166760,84100,82660,161450,81381,80069,22523,11630,10893,105124,54758,50366,37162,16649,20513,16475,6512,9963,4389,1309,1556,5243,5476,65792,65698,164086,36521,20498,12757,5846,4807,821,339,17176,16623,7092,30,679,578,11,64,148,1742,121,688,253,867,660,286,511,33,379,38,32,1259,5801,77824,266,4869,16686,404,1135,3702,14126,1697,2027,1762,6976,3728,3662,6940,302,8116,1401,280,21566,55978,82.9,4.2,63673270,28501846,60687707,18574994,6817409,5847749,420025,13,2405,27,578,9042,11,328,4584,5,2951,10,3,166575,3881,1235,749,26,7,118,83,205,118,267,33,2415
R09209,ì»ñÿåß,ê^â™és,79539,39910,39629,76711,38596,38115,11292,5735,5557,49000,25400,23600,18948,8588,10360,8766,3420,5346,2723,644,799,1958,1834,27949,27915,78660,15741,6563,5746,2588,1908,360,142,16734,15267,3476,23,465,330,8,15,95,788,36,202,109,397,320,178,227,12,230,38,23,798,2655,37398,370,2627,13241,135,163,1707,5449,616,520,607,2466,1406,1514,3335,244,2132,833,370,15901,21127,85.2,5.3,33022973,12464924,30981834,9671805,3880940,3830316,22384,6,463,18,323,4612,9,207,2368,4,2306,6,2,80968,2382,627,345,8,3,66,35,136,44,149,13,1474
R09210,ì»ñÿåß,ëÂìcå¥és,75457,37673,37784,74163,37045,37118,9056,4599,4457,46574,24195,22379,18817,8396,10421,9542,3643,5899,889,488,855,2117,2181,28753,28685,72812,13997,9616,5552,2586,2092,338,127,35436,20276,3335,43,416,322,4,15,66,799,49,164,114,372,326,138,249,26,177,49,48,739,2548,36111,556,2450,10808,144,401,1207,5013,560,425,563,2559,1375,1802,4400,437,1907,1447,600,13271,22240,94.6,10,35565299,10193070,34287172,9839590,3752396,4879310,91347,6,855,21,323,3694,10,198,1999,4,1980,12,3,72929,6606,675,323,11,4,54,25,184,39,190,10,1169
R09211,ì»ñÿåß,ñÓî¬és,33354,16589,16765,33046,16467,16579,4011,2112,1899,19829,10273,9556,9401,4130,5271,4510,1721,2789,274,193,369,826,1091,12342,12311,32542,6976,3171,2997,1422,1196,129,65,17046,7296,1483,22,152,124,5,7,44,368,18,49,41,173,155,73,115,9,105,21,23,277,1183,14944,221,1097,3468,30,49,689,2300,218,197,261,905,802,783,2226,161,894,636,227,4566,10151,89.8,11,13487047,4553666,12803699,4428606,1621326,1559173,66173,3,318,9,132,1681,5,92,1135,3,1738,3,1,33903,4044,295,143,5,2,19,15,67,20,50,7,667
R09213,ì»ñÿåß,ìﬂê{âñå¥és,117146,58148,58998,115059,57253,57806,15836,8150,7686,71997,36809,35188,27944,12385,15559,12574,4940,7634,1597,968,1108,3414,3589,45608,45540,115628,25444,13341,9222,4512,3767,578,236,59274,21936,5616,49,608,414,8,24,102,1415,72,261,205,870,598,227,384,31,323,23,50,1023,4543,53518,469,3627,10861,265,142,2037,10235,846,796,1486,5760,2786,2374,5896,534,3909,1490,472,14490,38556,94.7,4.9,49912061,18629681,47508971,15628493,4379355,7266102,214203,3,949,21,433,6324,10,275,3440,4,2487,16,3,118434,24393,1165,692,17,6,61,49,184,67,164,26,2393
R09214,ì»ñÿåß,Ç≥Ç≠ÇÁés,44901,23368,21533,44651,23262,21389,6417,3269,3148,27694,15262,12432,10648,4746,5902,5117,1972,3145,235,329,417,1496,1493,15648,15588,42271,8926,3959,3223,1475,1119,229,66,12563,10038,1525,17,170,174,3,4,43,392,11,58,55,159,146,67,96,11,98,15,22,345,1158,17661,231,1002,4651,83,16,1006,2785,222,273,658,1147,1064,1001,1794,233,720,698,273,5688,11700,85.3,8,19727673,6525093,17806280,5500052,2019191,2585948,21673,1,310,6,144,2633,2,89,1292,1,718,2,2,44375,3076,331,136,5,1,28,18,44,19,59,6,712
R09215,ì»ñÿåß,ìﬂê{âGéRés,27047,13340,13707,26867,13308,13559,2856,1479,1377,15241,7943,7298,8950,3918,5032,4755,1790,2965,180,148,399,509,673,9439,9407,26137,5198,2041,2661,1212,1052,82,41,17435,9284,1378,15,198,239,1,1,35,313,11,35,37,115,131,46,85,18,81,16,16,437,925,10906,202,891,3908,11,1,366,1554,167,106,147,496,556,466,1358,102,228,345,204,4799,5903,90.8,7.7,12757823,3053832,12069872,3531725,861647,1525782,23962,2,157,5,96,1196,2,55,674,1,552,5,2,28097,226,272,99,3,1,19,13,36,12,20,5,483
R09216,ì»ñÿåß,â∫ñÏés,59431,29376,30055,58876,29170,29706,8206,4255,3951,37656,19022,18634,13329,5997,7332,6174,2439,3735,459,482,531,2204,2216,21394,21368,57665,12705,5413,4375,2045,1398,262,73,7459,7153,2254,19,257,203,2,9,86,520,27,182,71,232,210,119,179,10,113,14,20,460,1774,24295,142,1440,4310,40,25,1735,3823,272,355,251,1710,946,1918,5248,236,1341,501,144,5750,18401,80.9,5.8,29688030,9388913,27641460,6873987,2538412,3964406,85881,3,638,12,226,3222,4,121,1776,1,711,4,3,60215,2454,406,194,11,3,56,27,860,54,282,10,811
R09301,ì»ñÿåß,è„éOêÏí¨,31046,15951,15095,30757,15800,14957,4620,2406,2214,19977,10555,9422,6294,2874,3420,2860,1155,1705,221,238,265,1076,1116,10777,10767,30658,6379,2507,1955,857,586,138,45,5439,5292,1133,10,179,111,5,4,69,271,6,67,26,104,85,48,62,5,74,7,10,290,833,17400,88,1181,7559,66,6,1648,2645,66,149,84,700,292,474,1140,47,1016,239,88,8740,8572,70.1,6.4,11920096,7636453,11294309,3203952,1082666,1197386,40582,2,793,7,119,1933,3,71,1068,1,476,1,1,31389,716,194,87,3,1,17,11,23,16,41,6,518
R09342,ì»ñÿåß,âvéqí¨,23281,11542,11739,23113,11487,11626,2882,1478,1404,14080,7179,6901,6291,2871,3420,3007,1170,1837,155,160,293,434,573,7787,7773,22660,4529,1501,1807,782,694,91,40,8940,5038,1100,8,126,312,0,1,15,237,7,17,18,102,88,35,67,4,55,8,8,438,654,6968,67,581,1724,0,1,232,1438,85,29,75,450,442,465,921,52,254,152,67,2305,4596,82.4,7.4,8683057,2332742,8032025,2902466,504582,810098,11824,0,0,4,81,1206,3,58,642,1,472,1,0,24089,1793,211,84,2,1,12,12,14,17,12,7,607
R09343,ì»ñÿåß,ñŒñÿí¨,13188,6443,6745,13135,6429,6706,1238,625,613,7059,3648,3411,4890,2169,2721,2815,1092,1723,53,54,256,227,339,4572,4563,12962,2450,919,1432,717,573,36,11,17269,6185,634,6,69,91,2,4,7,169,4,15,15,57,66,30,42,4,43,9,6,161,467,4256,65,290,625,29,19,100,672,48,27,133,267,647,285,512,18,324,191,65,919,3272,88.1,10.4,8780870,1564195,8299040,1748081,1436605,672538,45503,0,0,4,58,534,3,43,304,1,520,1,0,13984,602,140,38,1,1,9,6,9,6,4,6,309
R09344,ì»ñÿåß,ésäLí¨,11720,5939,5781,11596,5896,5700,1436,716,720,7306,3864,3442,2954,1348,1606,1539,597,942,120,68,144,324,399,4109,4106,11626,2336,911,870,409,316,41,17,6425,3814,453,16,70,68,2,0,22,92,2,6,10,35,31,23,28,3,37,8,16,138,299,5221,253,269,2551,4,0,340,471,11,54,32,169,267,144,305,14,231,106,253,2820,2148,83,9.7,5605837,2086658,4787272,1345734,295992,535215,0,0,0,3,43,591,1,24,322,0,0,1,1,12153,795,81,29,0,0,6,5,6,5,32,5,333
R09345,ì»ñÿåß,ñFâÍí¨,15189,7635,7554,15062,7592,7470,1979,1032,947,8791,4611,4180,4386,1972,2414,2211,875,1336,107,116,221,427,384,4957,4950,15080,2769,853,1230,512,430,59,23,7016,6219,683,11,117,70,1,2,47,146,4,19,31,46,44,27,45,3,59,11,11,187,485,24024,108,754,5464,15,32,753,988,78,761,12951,179,240,220,539,19,673,250,108,6218,17698,85,4.2,8607172,4476399,7979481,1934211,1111934,899446,208,1,123,3,53,854,1,30,452,0,0,4,1,15973,868,108,37,2,0,11,7,12,10,15,3,272
R09361,ì»ñÿåß,êpê∂í¨,39951,19643,20308,39561,19427,20134,5176,2701,2475,24012,12042,11970,10402,4677,5725,4538,1833,2705,330,273,403,1120,1072,15258,15236,39297,8764,4276,3680,1795,1300,162,60,6106,5697,1678,16,208,189,3,4,41,374,14,125,39,175,164,68,129,8,107,12,16,399,1263,15406,79,1077,3067,10,4,625,2717,148,229,112,1021,499,1395,3282,128,757,245,79,4155,11172,86.1,6,12674734,4764062,12125070,4439429,1369702,1148050,276097,4,486,8,155,2142,2,82,1102,1,477,4,1,39926,3220,294,154,6,1,32,16,610,40,102,10,1014
R09364,ì»ñÿåß,ñÏñÿí¨,25292,12556,12736,25043,12448,12595,3013,1557,1456,15414,7730,7684,6730,3201,3529,2665,1090,1575,202,181,244,664,709,9530,9517,25042,6156,2120,2612,1306,789,109,42,3026,2815,757,4,96,107,4,4,22,159,9,24,31,70,69,47,59,3,43,6,4,203,550,9216,16,462,3467,19,8,236,1110,81,103,650,334,238,494,1425,31,329,213,16,3929,5271,83.7,4.6,9300944,3684577,8863552,2672680,968865,1418669,9644,1,241,5,92,1252,2,51,599,0,0,1,1,25802,658,126,56,2,2,11,7,25,8,164,3,354
R09384,ì»ñÿåß,âñíJí¨,11495,5619,5876,11435,5613,5822,1177,623,554,6522,3348,3174,3791,1645,2146,1984,722,1262,60,48,178,173,292,3696,3689,11350,1934,608,1081,463,368,35,17,17606,6369,495,9,83,78,1,0,9,105,2,4,5,49,49,17,40,4,31,9,9,161,325,3775,50,433,1257,5,0,234,469,11,17,8,176,309,192,341,34,112,127,50,1690,2035,78.9,6.2,5559482,1420593,5165554,1460133,257130,666218,129526,0,0,3,38,501,1,23,287,0,0,0,1,12101,3968,91,39,0,0,8,6,5,7,2,3,140
R09386,ì»ñÿåß,çÇç™ëÚí¨,29639,15326,14313,29225,15128,14097,3845,1984,1861,18679,10159,8520,6722,2930,3792,3335,1226,2109,312,215,274,1187,1286,11521,11509,29208,5912,3758,2013,893,645,192,35,7087,6621,951,13,137,72,4,7,19,215,8,36,39,76,109,51,85,7,64,9,13,209,729,10285,188,659,1655,32,90,305,1433,107,157,2641,510,524,400,1065,70,272,177,188,2314,7783,84.7,4.8,10057207,4196642,9639358,2932633,1226095,1423969,13833,2,286,6,104,1518,2,58,758,1,583,1,3,29932,875,180,65,2,2,16,12,23,11,25,7,665
R09407,ì»ñÿåß,ìﬂê{í¨,24919,12186,12733,24759,12134,12625,2570,1307,1263,13692,7010,6682,8614,3840,4774,4160,1562,2598,153,140,354,826,815,8564,8540,23726,4419,2007,2526,1340,1061,78,41,37234,15662,1643,47,186,130,4,2,23,319,6,61,25,460,115,57,79,9,97,21,47,318,1278,13882,508,857,1678,14,2,610,1996,81,227,90,3865,926,903,1112,66,654,289,508,2539,10835,90.3,9.2,16247693,5000536,14871026,4498535,904348,1579397,37230,2,123,7,102,1006,5,74,799,3,694,4,1,26203,2978,281,177,5,0,15,7,22,10,15,8,549
R09411,ì»ñÿåß,ìﬂâœêÏí¨,16964,8526,8438,16881,8500,8381,1648,861,787,9538,5005,4533,5769,2651,3118,3237,1302,1935,83,69,258,285,505,5831,5823,16744,2966,1255,1593,707,662,47,25,19278,6975,845,13,149,107,1,2,21,212,2,6,17,72,91,33,48,12,45,14,13,256,576,6489,142,578,1983,11,4,447,1004,25,17,69,356,457,263,573,205,137,218,142,2561,3786,85,8.4,10033399,1986062,9490019,2175942,817746,1098543,3890,2,111,4,61,650,2,38,389,1,296,2,2,17682,5815,187,60,1,1,10,7,11,7,22,4,281
R10201,åQînåß,ëOã¥és,336154,164136,172018,330440,161473,168967,41961,21510,20451,196034,98640,97394,91143,39797,51346,44719,17545,27174,3213,2486,3532,9237,9366,136900,136591,327683,79245,42870,32042,16577,14527,1536,563,31159,23693,16804,147,1812,1110,15,162,270,4121,343,1257,826,1843,1535,668,1361,80,1129,120,149,2925,13730,174506,2003,12652,20739,928,3353,7317,33070,6741,3777,5466,13251,7762,12070,22413,1004,14535,7403,2011,33405,139090,92,8,144248654,52204966,140548685,47126289,16246414,16261497,0,29,3667,52,1124,17455,25,664,9493,12,10449,21,18,339440,6198,2977,1631,52,18,339,196,1547,319,810,59,5953
