SSDSE-A-2021,prefecture,municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2108,C210832,C210833,C210835,C210836,C210837,C210838,C210839,C210840,C210841,C210844,C210845,C210846,C210847,C210848,C210849,C210850,C210851,C210852,C2208,C220832,C220833,C220835,C220836,C220837,C220838,C220839,C220840,C220841,C220844,C220845,C220846,C220847,C220848,C220849,C220850,C220851,C220852,C310201,C310202,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3901,E3904,E3905,E3906,E4101,E4501,F1102,F110201,F110202,F1107,F110701,F110702,F1108,F110801,F110802,F2201,F2211,F2221,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J2503,J2506
R14207,ê_ìﬁêÏåß,äùÉñçËés,239348,116894,122454,236944,115649,121295,32593,16545,16048,146393,73462,72931,59592,26375,33217,27571,11409,16162,1365,1593,2177,7932,7506,97951,97817,236450,64777,27388,24367,12766,9911,1015,368,3570,3272,6446,13,0,0,633,282,3,54,80,1452,68,680,257,889,664,307,759,25,280,55805,48,0,0,3485,7353,71,203,2568,12226,899,1923,1075,6526,3249,2530,11142,217,2290,342,261,97.7,0.5,79785109,36926432,74812521,29808373,8287518,6794346,1740,15,3018,20,645,13155,14,392,6179,0,0,0,0,5,4810,107642,62356,45286,4345,2859,1486,80383,27139,53244,998,23903,77257,5,2,241999,737,1227,807,24,6,164,127,401,153,514,37,3351
R14208,ê_ìﬁêÏåß,êÄéqés,57425,26936,30489,56964,26749,30215,6756,3457,3299,32483,15757,16726,18005,7641,10364,9179,3655,5524,372,343,668,2255,1982,24103,24083,56724,16249,6508,7172,3834,3621,214,84,1728,852,1810,1,0,0,132,44,0,21,12,439,19,190,91,226,188,100,260,8,79,12981,21,0,0,656,174,0,58,382,3192,328,577,330,1484,1064,877,3110,185,543,2,4,92.5,6.2,19386188,9545758,18284296,7443802,1701423,1534361,0,5,431,6,158,2778,5,144,1939,0,0,0,0,4,2658,24855,14052,10803,946,609,337,22186,7490,14696,119,3762,19856,0,1,59681,274,383,209,4,2,69,43,79,54,113,7,782
R14210,ê_ìﬁêÏåß,éOâYés,45289,21805,23484,45062,21708,23354,4301,2185,2116,24885,12539,12346,16081,7067,9014,7874,3070,4804,205,155,674,984,1247,17567,17513,43728,10800,4528,5671,2793,2560,113,54,3205,2602,1824,3,8,0,186,92,1,7,32,486,19,109,31,322,210,50,148,7,113,13062,16,83,0,735,675,6,35,650,3418,351,379,102,2257,722,300,2715,71,547,712,42,103.2,16,17388663,5682367,16938630,5714913,1254706,851728,33885,3,399,8,148,1576,3,80,913,0,0,0,0,1,709,21353,11968,9385,1076,738,338,17361,6274,11087,2461,3340,14860,2,3,43163,3122,370,262,8,1,25,23,56,29,79,4,355
R14211,ê_ìﬁêÏåß,ê`ñÏés,167378,85552,81826,163206,82871,80335,19964,10114,9850,102286,54053,48233,43707,20198,23509,17849,7383,10466,2603,818,1527,4684,4741,69778,69615,163275,40522,23545,16864,8726,6567,521,229,10376,4960,4609,22,0,0,450,409,3,25,78,1048,54,389,175,606,465,207,425,23,230,51583,261,0,0,2510,13040,160,653,2361,9574,779,1049,1127,5439,2372,953,8700,422,2183,723,653,95,2.2,49360269,23165090,47425869,21806248,5541654,4339747,0,10,869,13,471,8006,9,285,3989,0,0,0,0,3,2651,72609,42591,30018,3813,2668,1145,59637,22723,36914,1434,20145,48135,11,1,165393,892,907,508,21,5,100,80,217,121,304,24,2242
R14212,ê_ìﬁêÏåß,å˙ñÿés,225714,116658,109056,219615,113759,105856,28919,14857,14062,144236,77321,66915,51432,23866,27566,20500,8817,11683,4584,1326,1888,7821,8396,95824,95655,221814,54991,33677,20670,10314,7566,996,384,9384,6735,9602,18,1,1,975,697,6,104,399,2236,119,1209,419,1100,676,311,643,31,657,147906,185,6,4,6689,21624,228,3429,13514,22903,2154,4052,21283,11831,5190,3516,12109,758,18431,661,897,86.4,2.4,94107746,48105970,90123862,32184411,14043979,9503863,0,18,2809,24,708,11534,13,401,5673,0,0,0,0,6,5402,106862,63668,43194,4775,3241,1534,69896,25883,44013,1285,27669,72056,16,1,225204,1246,1436,935,32,9,153,107,397,124,526,31,2875
R14213,ê_ìﬁêÏåß,ëÂòaés,232922,116714,116208,225742,113235,112507,29806,15200,14606,148510,76829,71681,53184,23835,29349,22712,9560,13152,5328,1863,2138,11551,9647,102020,101931,229799,60113,36140,21094,10510,10287,1345,427,2709,2588,7479,7,0,0,731,456,2,74,125,1699,94,849,290,1098,695,298,708,18,335,76799,40,0,0,5286,11324,123,818,3561,17550,1433,2601,1376,9815,3833,2304,11068,176,5491,178,171,98.4,0.6,76606227,36123474,74380989,33771124,7968091,8895106,0,16,3378,20,720,11967,10,378,5616,0,0,0,0,6,4566,108018,63131,44887,4883,3092,1791,69471,23390,46081,486,24622,76540,5,3,237142,399,1302,965,32,9,178,142,378,204,616,42,3290
R14214,ê_ìﬁêÏåß,à…ê®å¥és,101514,51429,50085,99120,50299,48821,12718,6486,6232,63708,33341,30367,24405,11233,13172,10559,4499,6060,1426,685,859,3700,4166,43088,43033,99940,24837,15110,9417,4804,3922,482,153,5556,3472,3608,43,0,0,329,254,2,21,97,751,35,590,121,441,252,133,269,18,252,41583,333,0,0,2013,7257,5,142,2774,8332,417,1368,835,3788,1392,2600,6577,479,3271,641,520,97.3,7.3,31613499,17326336,30601195,13216110,3157712,2732338,1552,7,1447,10,308,4849,4,154,2384,0,0,0,0,3,3165,48092,28220,19872,1922,1280,642,30856,11035,19821,1134,12202,31910,7,1,102470,1126,578,361,15,3,61,53,697,93,293,12,1274
R14215,ê_ìﬁêÏåß,äCòVñºés,130190,65620,64570,127427,64230,63197,17886,9152,8734,81594,42188,39406,30218,13967,16251,12476,5407,7069,1960,1019,1058,6040,4937,53416,53368,128517,34571,15675,12526,6495,4449,706,210,2659,2608,4398,10,0,0,397,247,1,35,169,1091,55,472,165,572,376,173,374,15,246,58600,49,0,0,2277,9206,4,240,5120,12132,1135,1260,5236,6919,2689,1169,7002,386,3776,338,349,92.6,1.4,43177448,23404448,41771497,16990034,5557451,4275664,9783,8,1904,13,385,7103,6,217,3488,0,0,0,0,3,2693,57635,34002,23633,2313,1510,803,40770,14454,26316,727,14309,39821,0,2,132641,218,855,512,22,4,93,59,227,93,300,20,1783
R14216,ê_ìﬁêÏåß,ç¿ä‘és,128737,64478,64259,124959,62772,62187,15477,7916,7561,81751,42275,39476,30216,13730,16486,12648,5416,7232,2108,815,1144,6354,5434,55910,55873,127248,33580,19075,12456,6244,5416,634,240,1757,1662,3222,6,0,0,384,251,1,27,100,670,33,364,118,388,316,109,286,9,160,36833,21,0,0,2144,8158,7,621,3591,7461,489,938,638,3056,1689,731,4997,94,2198,145,183,97.6,0.6,41516044,19054935,40105944,18460051,3780076,3607810,0,9,1784,11,357,6285,6,190,3033,0,0,0,0,3,2586,58291,33997,24294,2726,1794,932,38152,13301,24851,355,13406,40688,3,1,130477,302,517,349,16,4,59,61,139,29,202,20,1454
R14217,ê_ìﬁêÏåß,ìÏë´ïøés,43306,21317,21989,42928,21155,21773,5379,2769,2610,25139,12835,12304,12722,5672,7050,5869,2441,3428,302,219,464,1110,1406,16245,16218,42514,10495,3683,4688,2460,1584,168,64,7712,2506,1398,11,1,1,228,101,1,3,29,256,14,216,37,141,120,46,115,6,72,13729,82,5,9,1313,4207,24,5,697,2183,180,357,366,938,326,306,1706,143,882,501,523,98.7,5.8,14475950,6998890,13817630,5103466,895504,1334131,0,7,439,6,154,2116,3,84,1072,0,0,0,0,1,741,20242,11622,8620,893,603,290,15760,5751,10009,575,6318,12800,1,1,42311,384,212,117,7,2,24,17,44,20,77,5,628
R14218,ê_ìﬁêÏåß,àªê£és,84460,42875,41585,81224,41221,40003,11850,5975,5875,50615,26661,23954,21593,10002,11591,8623,3883,4740,2820,507,788,3218,3160,33356,33308,83101,22015,8777,8972,4605,2963,323,147,2214,2056,2910,5,0,0,369,643,1,6,97,474,11,426,72,222,190,80,145,10,159,34573,34,0,0,1937,13410,43,10,2451,4596,68,862,591,2395,1248,529,2483,1322,2594,193,146,96.6,7.9,29798086,13348671,28821071,10957649,5330486,3119963,0,9,1562,10,285,4754,5,158,2318,0,0,0,0,2,1965,37818,22678,15140,1817,1213,604,26892,9505,17387,489,11172,24109,6,4,84229,644,328,188,6,1,34,28,48,41,87,9,993
R14301,ê_ìﬁêÏåß,ótéRí¨,32096,15117,16979,31872,14984,16888,4192,2169,2023,17338,8328,9010,9890,4249,5641,4833,1976,2857,217,147,397,1198,1148,12580,12561,31536,8603,2775,3854,2117,1506,76,58,1704,826,928,0,0,0,117,24,0,19,12,247,3,60,54,138,88,38,71,4,53,6701,0,0,0,491,189,0,42,250,1412,20,157,287,1369,307,412,1228,150,387,18,107,96.1,-1.3,10185946,5750374,9721787,3258021,1596274,871718,5604,5,783,4,109,1842,2,56,760,0,0,0,0,0,0,14273,8090,6183,500,314,186,12182,4035,8147,177,2189,11339,1,1,31858,133,216,104,3,1,19,18,35,26,31,4,301
R14321,ê_ìﬁêÏåß,ä¶êÏí¨,47936,24296,23640,47221,23931,23290,6488,3337,3151,29406,15331,14075,11935,5554,6381,4869,2090,2779,565,354,443,1768,1692,18744,18719,47200,12117,4941,4689,2329,1668,206,113,1334,1309,1762,2,0,0,225,241,1,2,79,356,6,190,41,189,131,60,118,5,116,21696,8,0,0,1295,8742,10,2,2164,3305,146,445,301,1336,697,218,1785,157,1085,168,119,95,3.2,15721825,8706858,14599967,5127871,1515134,1719694,0,3,811,5,141,2609,3,88,1289,0,0,0,0,1,904,23066,13711,9355,974,688,286,15599,5452,10147,487,7629,14116,4,1,48537,278,261,162,6,1,21,19,41,27,76,4,670
R14341,ê_ìﬁêÏåß,ëÂàÈí¨,31550,15397,16153,31406,15321,16085,3604,1835,1769,17300,8650,8650,9972,4524,5448,4511,1879,2632,114,165,403,1046,952,12279,12256,30980,8157,2760,3922,2070,1408,83,45,1718,1227,1077,6,0,0,88,43,1,14,20,241,15,220,48,92,73,61,83,4,68,7843,43,0,0,368,429,3,44,263,1876,145,361,175,1014,530,336,1623,49,584,149,121,89.2,5.8,9941897,5037275,9272930,3220284,1280742,865344,0,3,272,4,90,1642,4,75,823,0,0,0,0,1,824,14156,8260,5896,604,433,171,12159,4295,7864,317,3000,10304,0,2,31467,305,196,80,5,1,18,17,76,20,76,3,281
R14342,ê_ìﬁêÏåß,ìÒã{í¨,28378,13647,14731,28252,13594,14658,3092,1540,1552,16005,7944,8061,9279,4162,5117,4379,1821,2558,125,116,341,815,860,11183,11164,27849,7571,2606,3614,1944,1415,80,38,908,754,899,3,1,1,64,42,0,3,5,218,11,140,32,91,85,61,100,5,37,5439,8,9,7,254,404,0,8,95,1477,127,257,95,527,269,339,1138,174,251,79,98,94,6.5,8086069,3480586,7724123,2768083,799618,729443,0,5,628,3,78,1202,2,51,624,0,0,0,0,1,806,12814,7348,5466,547,369,178,11329,4082,7247,205,2827,9369,0,1,27919,297,199,78,3,0,22,20,23,17,43,4,370
R14361,ê_ìﬁêÏåß,íÜà‰í¨,9679,4834,4845,9463,4725,4738,1076,544,532,5565,2898,2667,3030,1384,1646,1307,517,790,211,40,108,244,300,3359,3352,9236,2149,670,1040,534,265,19,13,1999,1339,453,10,0,4,71,77,0,4,30,98,2,34,10,22,29,5,23,4,30,7762,66,0,47,430,2864,0,683,827,1115,21,90,168,219,369,17,552,28,266,274,146,86.2,2.8,4054351,2624983,3786183,1108356,598104,368509,0,0,0,2,34,428,1,24,253,0,0,0,0,0,0,4852,2777,2075,184,125,59,3432,1305,2127,439,1413,2867,1,0,9453,112,68,17,2,1,8,5,8,5,47,1,118
R14362,ê_ìﬁêÏåß,ëÂà‰í¨,17033,8498,8535,16977,8479,8498,2344,1189,1155,10214,5263,4951,4441,2022,2419,1867,794,1073,52,102,167,704,590,6178,6151,16838,3896,1365,1601,791,480,91,26,1438,1097,687,4,0,1,81,41,0,1,22,158,6,108,22,89,52,13,46,4,39,6493,34,0,1,306,657,0,577,526,1976,48,227,141,774,243,48,555,33,347,230,254,83.1,-1.4,5843474,2787470,5427444,1680650,775302,777521,0,3,155,3,67,902,1,35,529,0,0,0,0,1,553,8314,4761,3553,371,258,113,5569,2014,3555,356,2257,5496,0,0,17217,79,121,79,4,1,8,7,12,14,35,2,178
R14363,ê_ìﬁêÏåß,èºìcí¨,11171,5503,5668,11121,5490,5631,1118,573,545,6553,3407,3146,3496,1521,1975,1672,661,1011,50,53,157,390,425,4406,4402,11080,2615,1187,1251,585,557,35,24,3775,923,531,2,0,0,47,20,1,5,9,98,9,118,20,84,42,12,31,4,29,3708,17,0,0,267,315,98,18,204,531,111,201,69,373,242,125,874,138,125,109,158,92.3,5.6,4929900,1559277,4742932,1219455,977957,457464,0,2,105,2,38,436,1,24,205,0,0,0,0,1,1341,5436,3130,2306,265,182,83,4013,1437,2576,157,1306,3728,1,0,10975,181,79,66,0,1,9,6,67,6,53,1,142
R14364,ê_ìﬁêÏåß,éRñkí¨,10724,5230,5494,10682,5216,5466,1032,537,495,5965,3040,2925,3727,1653,2074,1833,712,1121,42,38,169,193,268,3903,3898,10622,2339,811,1293,609,480,24,12,22461,2629,455,8,0,5,61,58,0,0,16,115,2,35,5,45,28,15,20,6,36,4473,109,0,51,278,2078,0,0,188,627,24,114,22,254,149,30,285,36,228,178,354,87,7.3,5264834,1745059,5068742,1241016,469105,526725,17870,2,37,2,35,377,1,24,214,0,0,0,0,1,630,5279,2974,2305,235,168,67,4074,1496,2578,353,1520,3292,0,0,9923,225,97,20,1,0,6,3,5,3,10,2,171
R14366,ê_ìﬁêÏåß,äJê¨í¨,17013,8292,8721,16896,8245,8651,2595,1301,1294,10125,5131,4994,4259,1842,2417,1991,792,1199,91,135,152,836,548,6169,6161,16564,4084,1358,1471,713,443,80,31,655,655,649,4,0,0,52,33,0,4,12,131,7,144,17,71,55,29,58,2,30,6830,21,0,0,271,946,0,157,259,1216,46,299,1359,485,156,142,883,18,572,143,133,92.1,6.2,6248243,3078211,5892964,1804709,404320,667317,0,1,255,2,62,1106,1,32,511,0,0,0,0,1,361,8085,4664,3421,335,213,122,5801,1999,3802,209,2431,5337,0,0,17658,376,113,54,3,1,20,10,24,14,88,3,401
R14382,ê_ìﬁêÏåß,î†ç™í¨,11786,5619,6167,11551,5511,6040,896,436,460,6511,3297,3214,4125,1747,2378,1953,714,1239,132,40,194,864,1021,6088,6077,11171,2222,3327,1247,684,947,43,19,9286,1734,1358,6,1,0,105,22,0,1,30,242,7,98,19,608,79,29,35,10,66,13348,55,1,0,599,135,0,1,459,1457,66,228,70,7706,1052,349,643,43,484,3,19,93.7,11.6,11602543,6507696,11147709,1456216,763401,2731084,0,1,6,5,64,437,2,33,257,0,0,0,0,1,110,6753,3477,3276,173,119,54,3305,1234,2071,72,634,5784,4,0,11755,108,214,219,2,1,9,7,6,8,15,3,185
R14383,ê_ìﬁêÏåß,ê^íﬂí¨,7333,3425,3908,7293,3411,3882,573,289,284,3919,1936,1983,2840,1200,1640,1358,520,838,40,16,128,187,209,3068,3064,7243,1841,843,1043,510,542,15,5,705,349,310,1,1,6,31,22,0,4,7,76,3,24,4,62,30,1,17,4,16,1533,4,19,24,146,115,0,9,103,379,19,34,28,292,74,2,155,24,79,35,18,95.3,9.7,3663808,920571,3447322,837778,301110,315618,2437,1,33,1,17,198,1,17,116,0,0,0,0,0,0,3467,1891,1576,185,127,58,3061,1094,1967,101,720,2603,1,1,6960,196,66,36,1,0,3,2,3,2,8,2,102
R14384,ê_ìﬁêÏåß,ìíâÕå¥í¨,25026,11556,13470,24810,11485,13325,2271,1180,1091,12859,6322,6537,9768,3994,5774,4830,1744,3086,210,86,440,877,969,10763,10724,23939,5815,3740,3160,1706,2092,66,24,4097,1037,1219,5,1,1,125,32,4,6,14,301,12,101,30,282,120,27,96,8,54,8282,48,12,8,518,490,55,19,203,1828,112,226,79,1922,564,121,1542,136,399,173,41,96.3,2.5,10148108,3815763,9786770,2640719,838064,706311,36807,2,62,3,61,903,1,35,468,0,0,0,0,0,0,11257,5984,5273,611,418,193,10046,3535,6511,359,1872,8817,0,1,24165,69,257,170,4,3,21,14,42,13,51,5,356
R14401,ê_ìﬁêÏåß,à§êÏí¨,40343,20935,19408,38204,19859,18345,4655,2397,2258,24294,12986,11308,10526,5045,5481,4133,1832,2301,1854,172,424,1114,1416,16067,16046,39920,9653,4520,4239,2083,1443,141,87,3428,1910,1632,19,0,0,235,285,0,4,106,305,12,82,47,190,102,42,80,9,114,22025,157,0,0,1236,6752,0,280,5784,2868,159,235,311,1119,765,237,1033,142,947,128,391,90.3,-2.8,13075855,7929333,12491068,4372160,1590439,1324890,51772,4,419,6,142,1879,3,91,1018,0,0,0,0,1,631,20335,12100,8235,1036,738,298,12664,4697,7967,353,7747,11828,2,1,40216,248,230,161,3,1,21,11,18,8,46,6,455
R14402,ê_ìﬁêÏåß,ê¥êÏë∫,3214,1644,1570,3201,1642,1559,320,166,154,1852,990,862,1038,485,553,442,190,252,13,17,46,73,98,1122,1119,2895,757,237,370,180,125,7,4,7124,754,135,11,0,0,20,13,0,1,0,22,1,5,2,23,9,4,11,1,12,1404,124,0,0,126,332,0,5,0,76,2,26,15,128,113,5,293,6,153,24,63,89.9,-3.5,2562193,1378670,2475610,401179,261557,237826,0,1,36,2,22,135,2,23,70,0,0,0,0,0,0,1423,846,577,51,40,11,1351,549,802,68,365,971,0,0,3143,15,21,15,0,0,2,1,7,1,5,1,34
R15100,êVäÉåß,êVäÉés,810157,389512,420645,804275,386712,417563,98367,50248,48119,488815,243543,245272,217107,92252,124855,107691,40265,67426,4062,5323,9259,27638,28362,321511,321028,790163,172370,103981,69551,32671,29423,3554,996,72646,67072,35510,135,4,8,3765,2038,32,412,801,9692,634,1759,1472,4316,3571,1265,2951,183,2472,364667,1953,53,232,32590,39949,1669,8156,23691,82456,11065,7269,9685,32796,16518,12667,49604,2058,32256,8249,3004,93.6,10.6,385810957,133104661,379627624,119936776,61244941,72013458,166940,36,2675,108,2421,39215,61,1454,19699,0,0,0,0,28,21850,391863,213141,178722,16195,10422,5773,272456,98273,174183,13773,83531,280010,43,20,787995,22119,6700,3705,130,37,644,493,2348,1149,2022,224,21488
R15202,êVäÉåß,í∑â™és,275133,134198,140935,272959,133365,139594,34453,17551,16902,160452,81910,78542,79166,34105,45061,41383,15797,25586,1790,1721,3516,5721,6294,100143,99930,268148,52955,27159,23296,11072,8745,1105,316,89106,45338,13607,130,4,16,1665,1474,22,109,264,3580,222,586,492,1505,1171,384,879,108,996,132588,1463,23,198,11729,26258,682,1565,7713,27480,3943,1813,2749,10101,5615,4008,16252,1203,9793,4978,2560,91.2,5.8,127330109,37921302,125661666,36109703,23980914,15929428,349587,6,330,56,1019,13591,29,595,7134,0,0,0,0,11,7107,135990,76071,59919,5284,3505,1779,94896,34387,60509,5243,42259,86610,91,9,271444,3633,2528,1238,41,10,179,125,613,173,528,86,7117
R15204,êVäÉåß,éOèés,99192,48094,51098,98740,47904,50836,11962,6144,5818,57474,29056,28418,29492,12756,16736,15270,5898,9372,353,594,1294,1660,2202,33201,33147,97095,18156,7008,8464,3567,3085,343,133,43197,14957,5825,23,1,1,557,1259,6,29,76,1635,88,236,152,520,477,125,275,40,325,50825,259,19,1,3349,15372,162,203,1668,13038,1034,662,744,3039,2037,510,5379,715,2634,2426,775,94.7,15.4,46687290,13346378,46186072,12559955,4928233,7189667,68031,3,125,19,351,4135,8,184,2159,1,57,555,257,4,2462,51179,28192,22987,1988,1342,646,32431,11557,20874,2343,18432,29535,15,3,98401,11150,988,440,18,6,64,51,150,79,178,28,3005
R15205,êVäÉåß,îêçËés,86833,43098,43735,86086,42802,43284,10001,5175,4826,49656,26104,23552,26772,11497,15275,14190,5292,8898,612,479,1329,1655,2263,33560,33502,84490,17844,9813,8264,4060,3531,296,122,44203,15419,4140,44,2,6,528,359,5,23,62,940,53,203,135,573,381,130,269,47,380,38609,450,12,46,4064,8749,576,283,1376,6998,594,437,872,3158,1574,777,5267,533,2843,1395,873,94.8,13.1,52573349,15642494,50488736,11792890,5975642,4596625,69951,5,374,20,344,3785,12,211,1822,0,0,0,0,5,2222,41479,23988,17491,1561,1042,519,32172,11780,20392,1423,14520,25104,32,1,84516,1419,758,456,13,4,62,37,125,52,118,28,2004
R15206,êVäÉåß,êVî≠ìcés,98611,47412,51199,98041,47222,50819,11830,6019,5811,57378,29178,28200,29110,12073,17037,15560,5564,9996,400,593,1430,2340,2520,34186,34142,96251,18222,8123,8289,3718,3331,383,134,53311,25385,4243,71,0,1,500,285,4,14,64,1124,58,206,118,532,504,127,326,27,282,38570,903,0,19,3655,8368,160,69,1257,8134,738,550,664,3786,2612,686,4802,446,1721,2521,907,91.5,7.7,44264122,11516674,43402030,13782654,4129884,4592151,2205,3,79,19,377,4797,10,215,2356,0,0,0,0,7,3535,48890,27210,21680,1988,1285,703,34258,12014,22244,3286,14165,30484,9,5,98124,14723,913,456,10,5,81,49,211,74,191,28,2422
R15208,êVäÉåß,è¨êÁíJés,36498,17998,18500,36319,17959,18360,4388,2246,2142,20274,10556,9718,11770,5155,6615,6279,2478,3801,156,211,483,553,871,12165,12135,35594,6399,2573,3301,1402,1015,121,55,15519,9016,1851,17,5,3,237,271,2,5,26,454,26,91,45,222,158,46,116,18,109,17798,171,25,45,1551,6920,167,38,404,2694,262,207,222,1093,662,215,2041,350,731,1402,647,87,8.6,17688092,5075820,17159973,4375997,2340259,1802580,90684,0,0,8,151,1752,5,89,891,0,0,0,0,2,1072,18772,10560,8212,662,458,204,12420,4583,7837,1368,7154,10159,36,1,35507,702,374,185,9,2,25,16,46,17,45,12,775
R15209,êVäÉåß,â¡ñŒés,27852,13447,14405,27758,13415,14343,2897,1521,1376,15738,8004,7734,9165,3891,5274,4765,1772,2993,84,119,413,360,629,9634,9627,27501,5166,2116,2729,1197,1122,76,29,13372,3824,1368,5,0,0,148,242,3,3,14,388,23,48,43,127,130,42,65,10,77,9676,85,0,0,875,3438,16,7,257,1966,238,76,121,642,379,362,875,110,229,708,261,98.6,11.3,11292765,2609441,11234988,3598762,1333434,1342761,58190,3,105,7,99,1120,5,68,567,0,0,0,0,3,1651,13739,7570,6169,621,416,205,10355,3805,6550,1023,4818,7802,5,1,27317,2137,331,115,4,1,22,13,36,18,60,11,624
R15210,êVäÉåß,è\ì˙í¨és,54917,26642,28275,54600,26596,28004,6266,3234,3032,28866,14840,14026,19725,8534,11191,11084,4261,6823,300,264,866,728,1195,18598,18553,53503,9272,3996,5443,2620,1968,168,66,59039,19146,3165,71,1,7,480,415,9,22,27,744,38,107,88,381,291,65,194,35,190,23160,1088,2,106,3414,4169,300,325,374,4416,387,225,360,1855,1357,312,2788,518,1164,3358,1512,98.4,11.5,37485496,6081704,35503558,9263576,5475900,3930580,259101,2,117,18,255,2357,10,153,1237,0,0,0,0,4,1559,28551,16032,12519,938,673,265,18874,6545,12329,3244,8755,16218,36,1,53333,4062,600,320,6,2,35,19,58,30,71,18,1407
R15211,êVäÉåß,å©ïçés,40608,19636,20972,40450,19619,20831,4906,2516,2390,23491,11779,11712,12157,5306,6851,6260,2441,3819,150,238,539,787,915,13702,13678,39866,7828,2626,3671,1650,1132,132,39,7791,4995,1791,10,0,1,222,278,3,7,32,448,21,59,55,178,187,50,116,10,114,14496,136,0,3,1024,4837,40,25,477,3275,217,169,237,971,679,215,1500,180,511,877,308,92.8,7.5,20476988,5261331,19591035,5289717,2498181,1200438,43829,2,190,8,161,1908,4,82,918,0,0,0,0,1,377,20683,11314,9369,913,637,276,13730,4945,8785,820,7241,12460,7,1,40232,1062,360,141,7,1,30,21,31,24,56,11,1008
R15212,êVäÉåß,ë∫è„és,62442,29824,32618,62178,29744,32434,6609,3415,3194,33578,17200,16378,22167,9161,13006,12236,4432,7804,248,250,993,877,1271,22138,22097,60729,10750,5720,6030,2829,2797,181,75,117426,24181,3285,81,7,2,422,314,5,8,56,864,45,123,86,347,373,96,193,33,229,25006,903,68,15,3033,5605,79,59,742,4948,434,386,418,2033,992,465,3133,463,1193,2123,1370,92.4,12.9,37349479,6637466,36318975,8710899,4892029,5305917,114915,2,89,16,263,2393,7,129,1231,0,0,0,0,3,1101,30337,16685,13652,1019,714,305,24092,8788,15304,3021,9507,17582,5,2,60514,3938,755,258,8,6,41,33,86,45,95,16,1507
R15213,êVäÉåß,âçés,79784,38770,41014,79351,38583,40768,9885,4987,4898,47021,23900,23121,22686,9762,12924,11391,4406,6985,313,469,980,1714,1827,27537,27494,78619,15550,5955,6885,2909,2314,324,90,11096,10443,5478,31,0,1,371,1940,4,9,69,1258,51,209,111,409,389,145,253,20,208,43035,301,0,7,1748,18765,53,33,1699,9257,693,445,608,2226,1473,468,3284,382,1593,1376,536,90.5,12.5,35162430,10816284,34473229,10142382,4045967,4177650,29591,2,24,15,290,3880,5,151,1936,0,0,0,0,2,548,43047,23648,19399,1485,987,498,24216,8485,15731,1725,17645,23043,13,3,79933,13274,864,366,9,2,73,40,111,54,131,25,2505
R15216,êVäÉåß,éÖãõêÏés,44162,21538,22624,43883,21461,22422,4816,2474,2342,22942,12068,10874,16346,6954,9392,9057,3437,5620,265,228,735,555,938,16699,16639,43124,9107,4230,5127,2719,2196,134,45,74624,13613,2414,11,1,4,362,171,10,7,38,589,39,88,56,291,264,70,139,28,246,19178,123,10,67,2930,4607,148,16,789,3532,343,212,226,1468,796,197,2383,264,1067,1108,963,93.8,12.8,30221958,7210069,28885448,5953048,4395646,2323903,1113299,3,202,14,195,1821,4,87,927,0,0,0,0,3,1049,21510,12384,9126,723,498,225,16812,5991,10821,1269,7636,12529,1,3,43148,3091,496,221,9,2,34,18,73,23,69,18,896
R15217,êVäÉåß,ñ≠çÇés,33199,16097,17102,33024,16053,16971,3704,1915,1789,18234,9406,8828,11235,4755,6480,6290,2285,4005,167,149,530,634,872,11562,11528,32259,6036,2617,3118,1537,1290,101,34,44563,12071,1775,22,1,3,222,90,0,9,28,384,21,71,51,406,161,39,112,19,136,13995,376,20,89,1527,3379,0,38,383,2165,278,165,279,1992,716,198,1605,155,630,1146,822,81.7,8.2,20428611,4690897,18371776,4481164,3542939,2403134,152200,0,0,8,150,1375,3,71,715,0,0,0,0,1,468,16498,9170,7328,504,336,168,12052,4415,7637,992,5207,10114,0,1,32593,1888,330,145,6,2,15,12,27,13,49,11,858
R15218,êVäÉåß,å‹êÚés,51404,24596,26808,51247,24564,26683,5806,2957,2849,28848,14644,14204,16737,6985,9752,8879,3162,5717,155,221,762,666,919,16945,16904,50223,8845,3447,4662,1891,1805,133,55,35191,15309,2270,13,1,8,297,247,2,3,31,616,26,94,54,224,250,52,149,16,187,17703,355,1,102,1805,5312,3,21,484,3351,325,210,213,1207,809,145,2357,158,845,1882,424,87.7,10.5,22303644,5217472,21680651,7161606,2882484,2064232,0,2,77,9,170,2174,4,93,1171,0,0,0,0,2,832,25897,14170,11727,993,689,304,18344,6586,11758,2176,9537,14098,5,2,50602,6699,512,181,4,3,39,24,51,28,90,17,1327
